Title,Author,Price,Reviews,Weight,Language,User Rating,Pages
Machine Learning for Financial Risk Management with Python: Algorithms for Modeling Risk,[ Abdullah Karasan],49.99,8,1.17,English,2,334
Begin to Code with Python,[ Rob Miles],27.32,64,1.85,English,3,528
Python Mini Reference 2022: A Quick Guide to the Modern Python Programming Language for Busy Coders (A Hitchhiker's Guide to the Modern Programming Languages Book 3),,,1,,English,5,206
Python Programming in Context,"[ Bradley N. Miller, David L. Ranum, et al.]",71.75,48,1.56,English,3,498
Python Scripting for ArcGIS Pro,[ Paul A. Zandbergen],50.99,141,2.85,English,4,412
The Ultimate Python Beginner's Workbook: A Simple Guide To Learn Python Coding Quickly | Become a Better Python Programmer with Practical Exercises and Hands-on Project,[ Ashraf Marks],,,,English,1,165
The Spirit of Python: Exposing Satan’s Plan to Squeeze the Life Out of You,[ Jentezen Franklin],16.99,905,0.7,English,5,256
Mission Python: Code a Space Adventure Game!,[ Sean McManus],29.95,159,1.4,English,4,280
"Python 3 Standard Library by Example, The (Developer's Library)",,59.99,120,3.95,English,4,456
The Roots Of Monty Python,,,,,,1,0
"Python Scripting for ArcGIS (Python Scripting, 1)",[ Paul A. Zandbergen],59.77,185,0.75,English,4,358
"Advanced Python Programming: Accelerate your Python programs using proven techniques and design patterns, 2nd Edition",[ Quan Nguyen],49.99,14,2.27,English,3,606
100 Days of Code Learning Journal: Notebook for Python programming beginners/learners. Gift for programmer. Progress tracker. Game /Coding Projects.,[ Corinth Ruiz],7,1,0.75,English,5,108
"Learn Python Programming: An in-depth introduction to the fundamentals of Python, 3rd Edition","[ Fabrizio Romano,  and , Heinrich Kruger]",37.11,48,2.07,English,3,552
How to Program: Computer Science Concepts and Python Exercises,,,,,,1,0
Python: Programming Basics for Absolute Beginners,,,187,,English,3,103
Beginner's Guide to Streamlit with Python: Build Web-Based Data and Machine Learning Applications,[ Sujay Raghavendra],39.45,,1.11,English,1,224
Python for Finance: Mastering Data-Driven Finance,[ Yves Hilpisch],65.05,268,2.27,English,4,720
Speed Up Your Python with Rust: Optimize Python performance by creating Python pip modules in Rust with PyO3,[ Maxwell Flitton],41.99,12,1.46,English,5,384
"Python Flash Cards: Syntax, Concepts, and Examples",[ Eric Matthes],27.95,406,2.25,English,4,101
Reticulated Pythons: A complete guide to care and husbandry,"[ Sid James, Ben Way, et al.]",29,66,0.96,English,4,130
"Python for RTL Verification: A complete course in Python, cocotb, and pyuvm",[ Ray Salemi],44.95,12,1.76,English,4,343
Learn to Program with Minecraft: Transform Your World with the Power of Python,[ Craig Richardson],29.05,303,1.65,English,3,336
A Student's Guide to Python for Physical Modeling: Updated Edition,"[ Jesse M. Kinder,  and , Philip Nelson]",4.95,87,0.94,English,4,168
"Functional Python Programming: Use a functional approach to write succinct, expressive, and efficient Python code, 3rd Edition",[ Steven F. Lott],32.99,2,,English,5,0
Mathematical Logic through Python,[ Gonczarowski Yannai A.],36.5,6,1.34,English,5,284
"Colt's Python, King of the Seven Serpents",[ Gurney Brown],,71,4.61,English,4,304
Mega Python vs. Gatoroid,,9.23,238,,,3,0
"Python Programming for Beginners: An Introduction to the Python Computer Language and Computer Programming (Python, Python 3, Python Tutorial)",[ Jason Cannon],,1001,,English,4,164
Deep Learning from Scratch: Building with Python from First Principles,[ Seth Weidman],38.99,84,0.9,English,3,252
"Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4, MQTT, RESTful APIs, WebSockets, and Python 3",[ Gary Smart],39.99,53,1.93,English,4,516
Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications,"[ V Kishore Ayyadevara,  and , Yeshwanth Reddy]",48.84,56,3.06,English,4,824
The Gunfather Restorations - Season 1,,,,,,1,0
"Python Feature Engineering Cookbook: Over 70 recipes for creating, engineering, and transforming features to build machine learning models, 2nd Edition",[ Soledad Galli],61.24,1,1.46,English,5,386
Data Visualization with Python and JavaScript,[ Kyran Dale],56.99,,,English,1,864
Modern Time Series Forecasting with Python: Explore industry-ready time series forecasting using modern machine learning and deep learning,[ Manu Joseph],44.99,2,2.07,English,5,552
The Hitchhiker's Guide to Python: Best Practices for Development,"[ Kenneth Reitz,  and , Tanya Schlusser]",24.99,132,1.3,English,3,336
A Smarter Way to Learn Python: Learn it faster. Remember it longer.,[ Mark Myers],19.95,1068,0.92,English,4,236
"Math for Programmers: 3D graphics, machine learning, and simulations with Python",[ Paul Orland],40.84,65,2.73,English,4,688
Beginning Programming with Python For Dummies,[ John Paul Mueller],24.49,279,1.59,English,3,416
The Pythons' Autobiography By The Pythons,"[ Bob McCabe, Eric Idle, et al.]",19.99,149,0.84,English,4,464
Algorithms to Live By: The Computer Science of Human Decisions,"[ Brian Christian, Tom Griffiths, et al.]",,3310,,,4,0
"Microsoft Python Certification Exam 98-281 & PCEP – Preparation Guide: Introduction To Programming Using Python, PCEP – Certified Entry Level Python Programmer","[ Raman Publications, R Raman, et al.]",19.99,18,0.81,This Python programming guide assumes certain level of programming knowledge. It is not a beginner textbook.,2,151
Ultimate Step by Step Guide to Machine Learning Using Python: Predictive modelling concepts explained in simple terms for beginners,,,271,,English,3,70
"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",[ Aurélien Géron],57.49,3129,2.8,English,5,856
"Creative Coding in Python: 30+ Programming Projects in Art, Games, and More",[ Sheena Vaidyanathan],19.89,315,0.22,English,4,144
Aprende Python en un fin de semana (Spanish Edition),,10.04,594,0.57,Spanish,3,174
Python Aplicado (Spanish Edition),[ Eugenia Bahit],39.99,2,0.76,Spanish,5,286
Black Hat Python: Python Programming for Hackers and Pentesters,[ Justin Seitz],34.95,505,0.95,English,4,192
"Mastering Python Networking: Utilize Python packages and frameworks for network automation, monitoring, cloud, and management, 4th Edition",[ Eric Chou],35.99,,,English,1,0
The Art of Clean Code: Best Practices to Eliminate Complexity and Simplify Your Life,[ Christian Mayer],22.99,4,0.81,English,3,176
Python For Beginner: 24 Hours with Python: How to Learn Python Program in 24 Hours,[ tony snake],,,,English,1,440
Python Newbies: 55 Hand-Picked Resources to Get Started Quickly,[ Raven Black],,,,English,1,10
Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION,"[ Bradley N. Miller,  and , David L. Ranum]",42.75,145,1.7,English,4,438
Quantum Chemistry and Computing for the Curious: Illustrated with Python and Qiskit® code,"[ Keeper L. Sharkey, Alain Chance, et al.]",47.99,16,1.34,English,5,354
"Bioinformatics with Python Cookbook: Use modern Python libraries and applications to solve real-world computational biology problems, 3rd Edition",[ Tiago Antao],54.99,7,1.37,English,3,360
Boas and Pythons of the World,"[ ""Mark OShea""]",16.22,33,1.33,English,4,160
Into Thin Air: Death On Everest,,,,,,1,0
Scala 3 Programming for Beginners: An Introduction to Learn the Scala 3 Programming Language with Tutorials and Hands-On Examples,[ Nathan Metzler],8.99,,0.71,Scroll to the top of the page and click the,1,176
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,,49.18,178,1.47,English,4,366
"Test-Driven Development with Python: Obey the Testing Goat: Using Django, Selenium, and JavaScript",[ Harry Percival],45.99,121,1.47,English,4,624
Numerical Python in Astronomy and Astrophysics: A Practical Guide to Astrophysical Problem Solving (Undergraduate Lecture Notes in Physics),,53.92,15,0.89,English,4,260
"Code This Game!: Make Your Game Using Python, Then Break Your Game to Create a New One!","[ Meg Ray, Odd Dot, et al.]",18.8,101,2.1,English,3,320
Bite-Size Python: An Introduction to Python Programming,[ April Speight],23.72,78,1.09,English,5,240
"Becoming a Data Head: How to Think, Speak and Understand Data Science, Statistics and Machine Learning","[ Alex J. Gutman,  and , Jordan Goldmeier]",24.49,209,0.78,English,4,272
Fast Python: High performance techniques for large datasets,[ Tiago Rodrigues Antao],59.99,,0.99,English,1,320
"The Python Bible Volume 5: Python For Finance (Stock Analysis, Trading, Share Prices)",,7.99,30,0.16,English,2,58
Python for Biologists: A complete programming course for beginners,[ Dr Martin Jones],39,109,0.97,English,5,244
A Student's Guide to Python for Physical Modeling: Second Edition,"[ Jesse M. Kinder,  and , Philip Nelson]",24.95,20,1.25,English,4,240
Machine Learning with Python for Everyone (Addison-Wesley Data & Analytics Series),[ Mark Fenner],49.99,37,2.05,English,4,592
Introduction to Python Programming for Business and Social Science Applications,"[ Frederick Kaefer,  and , Paul Kaefer]",48.72,3,,English,5,392
Full Stack Django and React: Hands-on full-stack web development with Python and React,[ Kolawole Mangabo],39.99,,1.11,English,1,279
PYTHON DATA SCIENCE: THE ULTIMATE STEP BY STEP BEGINNER’S GUIDE WITH TOOLS AND PRINCIPLES FOR CODING AND DATA ANALYSIS PLUS HANDS-ON PROJECTS TO HAVE A SUCCESSFUL PRACTICAL PROGRAMMING FROM SCRATCH,"[ ADRIENNE HAWKES MATTHES,  and , JOHN TACKE]",,5,,English,3,68
"Programming the Raspberry Pi, Third Edition: Getting Started with Python",[ Simon Monk],15,145,0.51,English,4,192
The Quick Python Book,[ Naomi Ceder],29.99,95,1.59,English,3,472
Advancing into Analytics: From Excel to Python and R,[ George Mount],39.49,61,0.89,English,4,250
"Coding for Beginners: Using Python [Hardcover] [Jan 01, 2017] Louie Stowell",,21.27,501,1.05,English,4,0
"Tiny Python Projects: 21 small fun projects for Python beginners designed to build programming skill, teach new algorithms and techniques, and introduce software testing",[ Ken Youens-Clark],39.99,49,1.78,English,4,440
"PYTHON CRASH COURSE: A PRACTICAL BEGINNER'S GUIDE TO LEARN PYTHON IN 7 DAYS OR LESS, INTRODUCING YOU INTO THE WORLD OF DATA SCIENCE, ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING, WITH HANDS-ON PROJECT",[ ERICK THOMPSON],14.99,12,0.45,English,2,145
Python Pro Tips: 101 Expert Techniques to Boost Your Coding Skills,[ Raven Black],,,,English,1,22
"Bayesian Analysis with Python: Introduction to statistical modeling and probabilistic programming using PyMC3 and ArviZ, 2nd Edition",[ Osvaldo Martin],46.99,44,1.35,English,3,356
"Building Python Microservices with FastAPI: Build secure, scalable, and structured Python microservices from design concepts to infrastructure",[ Sherwin John C. Tragura],44.99,4,1.59,English,5,420
3D Deep Learning with Python: Design and develop your computer vision model with 3D data using PyTorch3D and more,"[ Xudong Ma, Vishakh Hegde, et al.]",39.99,2,0.91,English,5,236
Python Data Cleaning Cookbook: Modern techniques and Python tools to detect and remove dirty data and extract key insights,[ Michael Walker],37.21,67,1.64,English,4,436
Python Programming For Beginners: The Ultimate Step-by-Step Guide To Learn Python Programming Fast with Practical Exercises,[ Luther S. Moore],,155,,English,5,118
Web Development with Django: Learn to build modern web applications with a Python-based framework,"[ Ben Shaw, Saurabh Badhwar, et al.]",41.99,70,3.07,English,3,826
"Monty Python Speaks, Revised and Updated Edition: The Complete Oral History","[ David Morgan,  and , John Oliver]",17.99,41,0.65,English,4,432
Python for Kids: A Playful Introduction To Programming,[ Jason R. Briggs],,989,1.71,English,4,344
"Doing Math with Python: Use Programming to Explore Algebra, Statistics, Calculus, and More!",[ Amit Saha],29.95,163,1.14,English,4,264
The Well-Grounded Python Developer,[ Doug Farrell],49.99,,0.99,English,1,375
"Hands-On Explainable AI (XAI) with Python: Interpret, visualize, explain, and integrate reliable AI for fair, secure, and trustworthy AI apps",[ Denis Rothman],51.99,24,1.71,English,2,454
Developing IoT Projects with ESP32: Automate your home or business with inexpensive Wi-Fi devices,[ Vedat Ozan Oner],46.99,22,1.78,English,3,474
"Hands-On Data Structures and Algorithms with Python: Store, manipulate, and access data effectively and boost the performance of your applications, 3rd Edition",[ Dr. Basant Agarwal],44.99,13,1.86,English,5,496
"PHP 8 Programming Tips, Tricks and Best Practices: A practical guide to PHP 8 features, usage changes, and advanced programming techniques","[ Doug Bierer,  and , Cal Evans]",51.99,12,1.98,English,4,528
Monty Python's Life Of Brian - The Immaculate Edition [Blu-ray],,9.48,3678,,,5,0
Python: 3 books in 1 : Python basics for Beginners + Python Automation Techniques And Web Scraping + Python For Data Science And Machine Learning,,,13,,English,4,551
Applied Machine Learning and AI for Engineers: Solve Business Problems That Can't Be Solved Algorithmically,[ Jeff Prosise],62.99,1,1.49,English,5,425
PYTHON: This Book Includes: Learn How To Develop Programs And Apps In 7 Days With Python Programming And Start Deep Hands-on Learning For Beginners of Data Science And Machine Learning.,"[ Oliver R. Simpson,  and , Code Developer Academy]",24.38,64,1.81,English,3,381
Python: For Beginners: A Crash Course Guide To Learn Python in 1 Week,[ Timothy C. Needham],13.66,3142,0.42,English,3,135
"Numerical Python: Scientific Computing and Data Science Applications with Numpy, SciPy and Matplotlib",[ Robert Johansson],51.99,114,2.99,English,3,723
Poisonous Pythons Paralyze Pennsylvania (American Chillers),[ Johnathan Rand],7.99,23,0.35,English,3,0
Designing Production-Grade and Large-Scale IoT Solutions: A comprehensive and practical guide to implementing end-to-end IoT solutions,[ Mohamed Abdelaziz],31.5,8,1.56,English,5,412
Learning Scientific Programming with Python,[ Christian Hill],51.63,55,2.34,English,4,570
Mastering spaCy: An end-to-end practical guide to implementing NLP applications using the Python ecosystem,[ Duygu Altinok],46.99,31,1.35,English,3,356
Natural Language Processing with Python: Analyzing Text with the Natural Language Toolkit,"[ Steven Bird, Ewan Klein, et al.]",50.23,180,1.75,English,3,502
Automate the Boring Stuff with Python: Practical Programming for Total Beginners,[ Al Sweigart],59.99,1386,2.14,English,4,504
Python for Civil and Structural Engineers,[ Vittorio Lora],19.99,17,0.71,English,2,162
"Python: Python Programming, In 8 Hours, For Beginners, Learn Coding Fast: Python Language, Crash Course Textbook & Exercises (In 8 Hours Cookbooks 13)",,,3,,English,4,196
Advanced Python Scripting for ArcGIS Pro,[ Paul A. Zandbergen],40.99,43,1.8,English,3,290
Web Scraping with Python: Collecting More Data from the Modern Web,[ Ryan Mitchell],33.49,180,1.21,English,4,0
Internet of Things Using Single Board Computers: Principles of IoT and Python Programming,[ G. R. Kanagachidambaresan],49.99,,1.11,English,1,312
"Python Programming for the Absolute Beginner, 3rd Edition",[ Michael Dawson],40.49,688,2.05,English,3,455
Murach's Python Programming,"[ Michael Urban, Joel Murach, et al.]",34.3,213,2.45,English,4,590
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,[ Robert Loredo],41.99,92,1.91,English,4,510
Machine Learning With Python For Beginners: A Step-By-Step Guide with Hands-On Projects (Learn Coding Fast with Hands-On Project Book 7),,,100,,English,4,220
Hands-On Gradient Boosting with XGBoost and scikit-learn: Perform accessible machine learning and extreme gradient boosting with Python,"[ Corey Wade,  and , Kevin Glynn]",41.99,30,1.19,English,4,310
"Python Natural Language Processing Cookbook: Over 50 recipes to understand, analyze, and generate text for implementing language processing tasks",[ Zhenya Antić],37.99,39,1.08,English,3,284
Python Concurrency with asyncio,[ Matthew Fowler],44.49,8,1.37,English,2,376
"Learn Coding Basics for Kids, Young Adults and People Who Are Young at Heart, With Python: Python Computer Programming Made Easy!","[ Jack Stanley, Erik Gross, et al.]",,62,,English,4,149
Modeling and Simulation in Python,[ Allen B. Downey],39.99,,0.81,English,1,272
Learn Python Fast For Absolute Beginners: Learn Python Programming From Beginner To Expert With Practical Exercises Made Easy | Become A Good Python Programmer From Zero,[ Meredith Beck],,,,English,1,171
"Make a Raspberry Pi-Controlled Robot: Building a Rover with Python, Linux, Motors, and Sensors",[ Wolfram Donat],9.59,38,0.86,English,3,168
Starting Out with Python,[ Tony Gaddis],139.99,606,2.45,English,4,744
Classic Computer Science Problems in Python,[ David Kopec],29.99,135,0.97,English,3,224
Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science),,92.39,20,2.34,English,3,398
Macramè For Beginners: Discover the Art of Macramè | Decorate Your House with Elegant Handmade Projects | Learn Basic Knot Patterns with Step-by-Step Images as You Relax in the Comfort of Your Home,[ Michelle Yates],18.96,87,0.9,English,5,172
"Python Object-Oriented Programming: Build robust and maintainable object-oriented Python applications and libraries, 4th Edition","[ Steven F. Lott,  and , Dusty Phillips]",38.24,74,2.66,English,3,714
"The Computer Programming Bible: A Step by Step Guide On How To Master From The Basics to Advanced of Python, C, C++, C#, HTML Coding Raspberry Pi3",[ C.P.A Inc],12.74,184,0.51,English,3,231
Learn python programming for beginners: A beginner's guide comprehending python. Develop your programming skills and learn all the tricks with this crash course.,[ Willard D. Sanders],19.95,21,0.45,English,2,145
"Python Crash Course: A Hands-On, Project-Based Introduction to Programming",[ Eric Matthes],34,1291,2.38,English,4,560
Python Programming: Answers all your Questions Step-by-Step (Programming for Beginners: A Friendly Q & A Guide Book 1),,,4,,English,2,77
Python for Programmers: with Big Data and Artificial Intelligence Case Studies,,57.4,111,2.29,English,3,640
Using Asyncio in Python: Understanding Python's Asynchronous Programming Features,[ Caleb Hattingh],30.49,62,0.6,English,3,163
"Introduction to Computation and Programming Using Python, third edition: With Application to Computational Modeling and Understanding Data",[ John V. Guttag],55,123,2.2,English,4,496
"Python Cheat Sheet, Cover the Basic Python Syntaxes, A Reference Guide: Python Programming Synatx Book, Syntax Table & Chart, Quick Study Workbook (Syntax Series)",,13.99,4,0.77,English,5,168
Monty Python's Life Of Brian [DVD],,18.85,3678,,English (Dolby Digital 2.0 Mono),5,0
Deep Learning with PyTorch Lightning: Swiftly build high-performance Artificial Intelligence (AI) models using Python,[ Kunal Sawarkar],46.99,15,1.39,English,3,366
53 Must Do Python Projects For All,[ Edcorner Learning],,11,,English,2,231
"Practical Fraud Prevention: Fraud and AML Analytics for Fintech and eCommerce, Using SQL and Python","[ Gilit Saporta,  and , Shoshana Maraney]",43.49,28,1.4,English,4,394
Dive Into Algorithms: A Pythonic Adventure for the Intrepid Beginner,[ Bradford Tuckfield],39.95,88,0.97,English,4,248
Real-World Python: A Hacker's Guide to Solving Problems with Code,[ Lee Vaughan],34.95,96,1.5,English,4,360
Cracking Codes with Python: An Introduction to Building and Breaking Ciphers,[ Al Sweigart],19.37,363,1.76,English,4,416
"Learn Python Quickly: A Complete Beginner’s Guide to Learning Python, Even If You’re New to Programming: Crash Course with Hands-On Project, Book 1",,,408,,,3,0
PYTHON: 2 books in 1 : Learn python programming for beginners and machine learning,[ Willard D. Sanders],24.9,14,0.86,English,2,241
"Mastering Python Networking: Your one-stop solution to using Python for network automation, programmability, and DevOps, 3rd Edition","[ Eric Chou, Michael Kennedy, et al.]",57.99,146,2.15,English,4,576
Monty Python's The Meaning of Life,,,,,,1,0
Python: Programming Basics for Absolute Beginners (Step-By-Step Python),,16.38,187,0.32,English,3,101
The Greedy Python/Ready-to-Read Level 1 (The World of Eric Carle),,4.99,323,0.09,English,4,24
Monty Python's The Meaning of Life [Blu-ray],,9.99,3337,,"English (DTS-HD Master Audio 5.1), French (DTS-HD 2.0)",4,0
The Complete Monty Python's Flying Circus; All the Words Volume One,"[ Graham Chapman, Eric Idle, et al.]",19.95,75,1.08,English,5,352
The Recursive Book of Recursion: Ace the Coding Interview with Python and JavaScript,[ Al Sweigart],35.99,16,0.81,English,5,328
Learning Python with Raspberry Pi,"[ Alex Bradbury,  and , Ben Everard]",17.39,162,1.15,English,3,288
CPython Internals: Your Guide to the Python 3 Interpreter,[ Anthony Shaw],39.99,157,1.16,English,4,394
Python For Dummies,"[ Stef Maruch,  and , Aahz Maruch]",16.59,324,1.76,English,3,432
PYTHON FOR BEGINNERS: Enter the Real World of Python and Learn How to Think Like a Programmer,[ Oliver Moore],14.99,20,0.6,English,3,142
Learn More Python 3 the Hard Way: The Next Step for New Python Programmers (Zed Shaw's Hard Way Series),,28.56,106,0.86,English,4,240
Learn to Code by Solving Problems: A Python Programming Primer,[ Daniel Zingaro],23.06,49,1.4,English,4,336
Introduction to Machine Learning with Python: A Guide for Data Scientists,,49.35,591,1.3,English,4,398
Python for MBAs,"[ Mattan Griffel,  and , Daniel Guetta]",16.99,22,,English,4,493
Python for Passionate Beginners 2023: A Practical Guide to Programming in Modern Python with Fun Hands-on Projects (Real Programming Lessons for Smart ... to More Experienced Programmers Book 3),,0.99,,,English,1,0
Python by Example: Learning to Program in 150 Challenges,[ Nichola Lacey],23.99,372,1.23,English,4,191
Python Notebook: Lined Coding Notebook For Python,[ AI Publication],4.99,,0.47,English,1,0
"Applied Geospatial Data Science with Python: Take control of implementing, analyzing, and visualizing Geospatial and Spatial data with Geopandas and more",[ David Jordan],54.51,,1.11,English,1,308
Python for Microcontrollers: Getting Started with MicroPython,[ Donald Norris],16.63,80,0.86,English,3,288
"Python Testing with pytest: Simple, Rapid, Effective, and Scalable",[ Brian Okken],34.99,41,1.05,English,3,274
Applied Time Series Analysis and Forecasting with Python (Statistics and Computing),"[ Changquan Huang,  and , Alla Petukhina]",147.77,,1.57,English,1,382
Beware the Burmese Pythons: And Other Invasive Animal Species,"[ Etta Kaner,  and , Phil Nicholls]",19.99,1,1.15,English,5,48
Python Programming for Beginners: A Kid's Guide to Coding Fundamentals,[ Patricia Foster],14.4,93,0.22,English,4,198
"Learn Python: This Book Includes: Crash Course and Coding. A Guide to Master Python, Data Science and Analysis. Advanced Methods to Learn How to Create Codes with This Machine Learning Tool",[ Eric Wall],18.99,169,1.01,English,5,262
Practical Deep Learning for Computer Vision with Python,[ David Landup],79,,2.89,English,1,601
Alligator vs. Python (Who Would Win?) (12),,4.99,414,0.1,English,5,32
"Continuous Delivery with Docker and Jenkins: Create secure applications by building complete CI/CD pipelines, 2nd Edition",[ Rafal Leszko],46.99,80,1.33,English,3,350
PCEP-certified Entry-Level Python Programmer Exam-Prep: Over 6 Mock Tests and 390+ realistic questions to get you PCEP certified on your 1st attempt,[ Abound Academy],41.43,,2.55,English,1,408
"Python GUI Programming with Tkinter: Design and build functional and user-friendly GUI applications, 2nd Edition",[ Alan D. Moore],39.99,62,2.48,English,3,664
"Microservice APIs: Using Python, Flask, FastAPI, OpenAPI and more",[ Jose Haro Peralta],59.99,,1.12,English,1,440
"Learn Quantum Computing with Python and IBM Quantum: Write your own practical quantum programs with Python, 2nd Edition",[ Robert Loredo],49.99,,1.11,English,1,442
Simplifying Regular Expression Using Python: #Awarded as One of the Best Book in 2020 and 2021 by bookauthority.org,"[ Abhishek  Singh,  and , Zohaib Hasan]",,64,,English,3,82
Coding for Kids: Python: Learn to Code with 50 Awesome Games and Activities,[ Adrienne Tacke],12.73,1512,1.21,English,4,232
Python Pocket Reference: Python In Your Pocket (Pocket Reference (O'Reilly)),,13.79,845,0.41,English,4,262
El lenguaje de programación Python de principio a fin (Spanish Edition),[ Angel Pablo Hinojosa Gutiérrez],20.58,17,3.19,Spanish,5,744
Queen of the Pythons,,,,,,1,0
Become an Awesome Software Architect: Book 1: Foundation 2019,,49.99,87,0.75,English,3,190
Introduction to Radar With Python and Matlab,[ Lee Andrew Harrison],159,12,2,English,3,464
Python for Tweens and Teens - 2nd Edition (Black & White Version): Learn Computational and Algorithmic Thinking,[ Aristides Bouras],34.99,61,2.03,English,4,360
Game Development Using Python,[ James R. Parker PhD],69.95,5,0.73,English,4,338
Monster Python,,,,,,1,0
Guide to Programming with Python,[ Michael Dawson],6.04,12,1.9,English,3,496
Scaling Python with Ray: Adventures in Cloud and Serverless Patterns,"[ Holden Karau,  and , Boris Lublinsky]",59.29,,0.97,English,1,266
"The Python Bible 7 in 1: Volumes One To Seven (Beginner, Intermediate, Data Science, Machine Learning, Finance, Neural Networks, Computer Vision)",[ Florian Dedov],39.99,150,1.2,English,4,507
"Architecture Patterns with Python: Enabling Test-Driven Development, Domain-Driven Design, and Event-Driven Microservices","[ Harry Percival,  and , Bob Gregory]",45.49,390,1.07,English,4,304
Mastering Financial Pattern Recognition: Finding and Back-Testing Candlestick Patterns with Python,[ Sofien Kaabar],54,,1.03,English,1,288
Python in a Nutshell: A Desktop Quick Reference,"[ Alex Martelli, Anna Ravenscroft, et al.]",79.99,,1.11,English,1,600
Python for Beginners: A Step-by-Step Guide to Learn Python from Zero in Just 5 Days: Includes Hands-on Projects and Exercises,"[ Clive Campbell,  and , Austin R Stoler]",,17,,,2,0
"Deep Learning with Python, Second Edition",[ Francois Chollet],39.49,197,0.22,English,4,504
"LISINAN Adjustable Reptile Terrarium Heat Lamp Stand,Metal Reptile Lamp Holder Bracket with Turtle Tank Light Fixture Accessories,Used for Lizards Snakes Amphibians Tortoise Habitat(M, 11.81""x25.19"")",,,54,,,4,0
Learning Python: Powerful Object-Oriented Programming,,46.99,1724,,English,4,500
"Learning Python, 5th Edition",,58.55,1724,4.95,English,4,349
Python Programming Language,[ Berajah Jayne],7.95,1505,0.75,English,4,6
Dead Simple Python: Idiomatic Python for the Impatient Programmer,[ Jason C McDonald],28.99,,,English,1,705
"Python Crash Course, 2nd Edition: A Hands-On, Project-Based Introduction to Programming",[ Eric Matthes],23.99,7767,,"""Brilliant.""",4,544
The Big Book of Small Python Projects: 81 Easy Practice Programs,[ Al Sweigart],25.49,145,1.75,English,4,432
"Mastering Reinforcement Learning with Python: Build next-generation, self-learning models using reinforcement learning techniques and best practices",[ Enes Bilgin],46.99,36,2.04,English,4,544
"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning, 3rd Edition","[ Joseph Howse,  and , Joe Minichino]",36.99,87,1.41,English,3,372
Ace the Data Science Interview,[ Skov Bash],19.49,1,0.55,English,1,180
"Database Technologies: Concepts, Methodologies, Tools, and Applications",[ John Erickson],743.47,,18.62,English,1,0
The Kaggle Workbook: Self-learning exercises and valuable insights for Kaggle data science competitions,"[ Konrad Banachewicz,  and , Luca Massaron]",,,1.11,English,1,120
"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control","[ Steven L. Brunton,  and , J. Nathan Kutz]",64.99,33,3.09,English,5,614
Leading a Data Driven Organization: A Practical Guide to Transforming Yourself and Your Organization to Win the Data Science Revolution,[ Gordon Summers],2.99,5,,English,5,108
Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data,[ Nathan George],51.99,24,2.32,English,5,620
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,[ Chip Huyen],32.23,186,1.36,English,4,386
"Data Science on AWS: Implementing End-to-End, Continuous AI and Machine Learning Pipelines","[ Chris Fregly,  and , Antje Barth]",31.99,159,1.82,English,3,521
Getting Started with Data Science: Making Sense of Data with Analytics (IBM Press),,43.14,101,2.16,English,4,608
Dive Into Data Science: Use Python To Tackle Your Toughest Business Challenges,[ Bradford Tuckfield],23.99,,,English,1,0
"Statistics for Absolute Beginners (Second Edition) (AI, Data Science, Python & Statistics for Beginners Book 5)",,,149,,English,3,166
How to Lead in Data Science,"[ Jike Chong,  and , Yue Cathy Chang]",43.49,32,2.07,English,5,512
Fundamentals of Data Engineering: Plan and Build Robust Data Systems,"[ Joe Reis,  and , Matt Housley]",48.99,91,1.57,English,5,446
Data Structures the Fun Way: An Amusing Adventure with Coffee-Filled Examples,[ Jeremy Kubica],39.99,1,0.81,English,5,304
Build a Career in Data Science,"[ Emily Robinson, Jacqueline Nolis, et al.]",,96,,,4,0
"Better Data Visualizations: A Guide for Scholars, Researchers, and Wonks",[ Jonathan Schwabish],25.98,263,2.5,English,3,464
Think Like a Data Scientist: Tackle the data science process step-by-step,[ Brian Godsey],29.59,33,1.47,English,4,328
Data Science for Business: What You Need to Know About Data Mining and Data-Analytic Thinking,"[ Foster Provost, Tom Fawcett, et al.]",,1001,,,4,0
The Self-Taught Computer Scientist: The Beginner's Guide to Data Structures & Algorithms,[ Cory Althoff],19.49,98,0.85,English,4,224
Practical Statistics for Data Scientists: 50 Essential Concepts,"[ Peter Bruce,  and , Andrew Bruce]",60,402,1.22,English,4,318
Data Conscience: Algorithmic Siege on our Humanity,"[ Brandeis Hill Marshall,  and , Timnit Gebru]",35.49,5,0.95,English,4,352
